,Model,ProQ2D,ProQRosCenD,ProQRosFAD,ProQ3D,Target
139,model_4_ptm_seed_0_rec_3_ens_8,0.6579119999999999,0.689703,0.920068,0.7828510000000001,7DW4_A
140,model_4_ptm_seed_0_rec_7_ens_1,0.671192,0.694944,0.9198069999999999,0.7856609999999999,7DW4_A
141,model_1_ptm_seed_0_rec_9_ens_1,0.639215,0.674992,0.913851,0.77683,7DW4_A
142,model_3_seed_0_rec_3_ens_8,0.659508,0.697856,0.923675,0.786031,7DW4_A
143,model_1_ptm_seed_1_rec_4_ens_8,0.640983,0.6854439999999999,0.918657,0.7842899999999999,7DW4_A
144,model_2_ptm_seed_0_rec_3_ens_1,0.6376569999999999,0.666852,0.915026,0.772077,7DW4_A
145,model_4_ptm_seed_1_rec_10_ens_1,0.6277119999999999,0.675921,0.914417,0.759506,7DW4_A
146,model_5_ptm_seed_0_rec_2_ens_1,0.654996,0.7010770000000001,0.9151799999999999,0.772944,7DW4_A
147,model_4_ptm_seed_1_rec_9_ens_8,0.633912,0.681577,0.9167870000000001,0.766469,7DW4_A
148,model_2_seed_1_rec_2_ens_1,0.651517,0.688844,0.9172030000000001,0.776676,7DW4_A
149,model_2_ptm_seed_1_rec_2_ens_8,0.661127,0.686531,0.921018,0.786567,7DW4_A
150,model_3_seed_0_rec_5_ens_8,0.6548729999999999,0.692971,0.920609,0.7758470000000001,7DW4_A
151,model_4_seed_1_rec_9_ens_1,0.640725,0.680042,0.915026,0.7672399999999999,7DW4_A
152,model_2_seed_1_rec_1_ens_1,0.6625489999999999,0.7028270000000001,0.918306,0.791624,7DW4_A
153,model_2_ptm_seed_1_rec_7_ens_8,0.645703,0.6794680000000001,0.918177,0.772668,7DW4_A
154,model_1_seed_1_rec_3_ens_1,0.67319,0.709063,0.925227,0.801178,7DW4_A
155,model_3_seed_1_rec_3_ens_8,0.6554409999999999,0.698576,0.923321,0.786959,7DW4_A
156,model_4_seed_0_rec_9_ens_8,0.645389,0.683136,0.9200010000000001,0.77269,7DW4_A
157,model_1_seed_1_rec_6_ens_8,0.690999,0.716646,0.927974,0.809902,7DW4_A
158,model_2_ptm_seed_0_rec_2_ens_8,0.677283,0.700004,0.9274450000000001,0.8044100000000001,7DW4_A
159,model_3_seed_0_rec_3_ens_1,0.644775,0.683968,0.917276,0.775197,7DW4_A
160,model_5_ptm_seed_1_rec_3_ens_8,0.645199,0.693399,0.9128459999999999,0.7699,7DW4_A
161,model_4_ptm_seed_0_rec_9_ens_8,0.639104,0.680542,0.9186280000000001,0.766712,7DW4_A
162,model_2_seed_0_rec_7_ens_8,0.65788,0.6889569999999999,0.922375,0.7780239999999999,7DW4_A
163,model_3_ptm_seed_1_rec_2_ens_1,0.6606529999999999,0.693721,0.9168709999999999,0.78775,7DW4_A
164,model_4_seed_0_rec_8_ens_8,0.660974,0.6944560000000001,0.9251870000000001,0.783291,7DW4_A
165,model_5_ptm_seed_1_rec_6_ens_1,0.6292399999999999,0.6891550000000001,0.9117540000000001,0.762019,7DW4_A
166,model_4_seed_0_rec_4_ens_8,0.656163,0.6884279999999999,0.9204110000000001,0.777506,7DW4_A
167,model_5_seed_0_rec_4_ens_8,0.630175,0.685308,0.919063,0.767231,7DW4_A
168,model_1_seed_0_rec_2_ens_8,0.663112,0.702179,0.924968,0.797512,7DW4_A
169,model_3_ptm_seed_0_rec_6_ens_8,0.65062,0.691893,0.918127,0.777192,7DW4_A
170,model_2_seed_1_rec_4_ens_1,0.638977,0.681813,0.917349,0.774476,7DW4_A
171,model_5_seed_0_rec_7_ens_1,0.635514,0.6827409999999999,0.9172100000000001,0.763351,7DW4_A
172,model_1_ptm_seed_0_rec_4_ens_8,0.671589,0.697846,0.9258139999999999,0.804829,7DW4_A
173,model_5_seed_1_rec_7_ens_1,0.629903,0.678493,0.9175409999999999,0.759391,7DW4_A
174,model_2_seed_0_rec_8_ens_1,0.653432,0.691682,0.9221159999999999,0.782561,7DW4_A
175,model_3_ptm_seed_1_rec_6_ens_8,0.657931,0.694348,0.9203469999999999,0.779818,7DW4_A
176,model_1_ptm_seed_1_rec_10_ens_8,0.663756,0.690034,0.92261,0.797755,7DW4_A
177,model_2_ptm_seed_0_rec_5_ens_1,0.6497609999999999,0.677851,0.919268,0.770742,7DW4_A
178,model_2_seed_0_rec_9_ens_8,0.667879,0.697194,0.9242879999999999,0.7819020000000001,7DW4_A
179,model_1_ptm_seed_0_rec_1_ens_8,0.625154,0.6773560000000001,0.9102299999999999,0.7696029999999999,7DW4_A
180,model_2_ptm_seed_1_rec_3_ens_8,0.6586989999999999,0.6907939999999999,0.9216719999999999,0.786629,7DW4_A
181,model_4_seed_1_rec_5_ens_8,0.649135,0.6868569999999999,0.923018,0.7767609999999999,7DW4_A
182,model_1_ptm_seed_0_rec_10_ens_8,0.664198,0.6910270000000001,0.9238280000000001,0.798399,7DW4_A
183,model_5_ptm_seed_0_rec_9_ens_8,0.641185,0.690926,0.9136690000000001,0.771637,7DW4_A
184,model_4_seed_1_rec_1_ens_1,0.6562859999999999,0.6991,0.920068,0.7880199999999999,7DW4_A
185,model_1_ptm_seed_0_rec_9_ens_8,0.638709,0.680025,0.916799,0.7749520000000001,7DW4_A
186,model_3_seed_0_rec_4_ens_8,0.6601090000000001,0.701376,0.922939,0.784082,7DW4_A
187,model_5_ptm_seed_1_rec_3_ens_1,0.657989,0.709385,0.91781,0.786726,7DW4_A
188,model_1_ptm_seed_0_rec_2_ens_8,0.653941,0.684196,0.9176200000000001,0.793371,7DW4_A
189,model_5_ptm_seed_0_rec_10_ens_8,0.635516,0.688629,0.912437,0.76085,7DW4_A
190,model_3_ptm_seed_1_rec_7_ens_8,0.638556,0.683368,0.9172950000000001,0.770397,7DW4_A
191,model_2_ptm_seed_0_rec_8_ens_1,0.650184,0.678276,0.919268,0.772676,7DW4_A
192,model_5_seed_1_rec_9_ens_1,0.641727,0.687492,0.919701,0.764454,7DW4_A
193,model_4_seed_1_rec_6_ens_1,0.656399,0.687461,0.920753,0.778249,7DW4_A
194,model_1_seed_0_rec_3_ens_8,0.664841,0.7038300000000001,0.926099,0.79902,7DW4_A
195,model_2_seed_0_rec_6_ens_8,0.6881079999999999,0.7081350000000001,0.929301,0.8063899999999999,7DW4_A
196,model_4_ptm_seed_0_rec_3_ens_1,0.649745,0.691557,0.9168290000000001,0.776619,7DW4_A
197,model_1_ptm_seed_0_rec_3_ens_8,0.638428,0.674894,0.9141100000000001,0.777341,7DW4_A
198,model_1_seed_0_rec_8_ens_1,0.666567,0.6996680000000001,0.922151,0.792346,7DW4_A
199,model_3_seed_1_rec_3_ens_1,0.635727,0.684718,0.916233,0.7695930000000001,7DW4_A
200,model_2_seed_1_rec_6_ens_1,0.683674,0.7171569999999999,0.929232,0.807826,7DW4_A
201,model_2_seed_1_rec_1_ens_8,0.673633,0.704855,0.9222309999999999,0.7988029999999999,7DW4_A
202,model_1_seed_1_rec_10_ens_1,0.658802,0.7019810000000001,0.9219370000000001,0.7879010000000001,7DW4_A
203,model_5_ptm_seed_1_rec_4_ens_1,0.634884,0.687772,0.9111950000000001,0.766808,7DW4_A
204,model_1_ptm_seed_0_rec_6_ens_8,0.658683,0.690134,0.9228540000000001,0.797263,7DW4_A
205,model_1_ptm_seed_0_rec_1_ens_1,0.621015,0.658436,0.906177,0.763419,7DW4_A
206,model_1_ptm_seed_1_rec_2_ens_1,0.65968,0.6939810000000001,0.9221360000000001,0.802871,7DW4_A
207,model_5_ptm_seed_1_rec_5_ens_8,0.6479729999999999,0.700765,0.9151040000000001,0.7779020000000001,7DW4_A
208,model_3_seed_1_rec_8_ens_8,0.65612,0.694878,0.921594,0.778888,7DW4_A
209,model_4_seed_1_rec_4_ens_1,0.6409130000000001,0.684755,0.9141610000000001,0.773166,7DW4_A
210,model_5_seed_0_rec_8_ens_1,0.639409,0.6833020000000001,0.9184329999999999,0.761401,7DW4_A
211,model_2_seed_1_rec_3_ens_1,0.6385810000000001,0.682098,0.9152790000000001,0.768142,7DW4_A
212,model_4_seed_1_rec_2_ens_8,0.6392369999999999,0.685419,0.918069,0.773143,7DW4_A
213,model_2_seed_1_rec_10_ens_8,0.659401,0.688353,0.9193,0.7728010000000001,7DW4_A
214,model_2_ptm_seed_1_rec_8_ens_1,0.621955,0.658543,0.91458,0.7601289999999999,7DW4_A
215,model_4_ptm_seed_0_rec_1_ens_1,0.6501239999999999,0.704252,0.913509,0.780334,7DW4_A
216,model_4_seed_1_rec_5_ens_1,0.631757,0.676726,0.9153700000000001,0.763234,7DW4_A
217,model_1_seed_0_rec_1_ens_1,0.664033,0.7050609999999999,0.9202299999999999,0.800367,7DW4_A
218,model_5_ptm_seed_0_rec_4_ens_8,0.6472479999999999,0.694747,0.9138879999999999,0.7762789999999999,7DW4_A
219,model_1_seed_0_rec_9_ens_1,0.660682,0.69715,0.9198379999999999,0.785411,7DW4_A
220,model_1_seed_1_rec_5_ens_8,0.670373,0.702019,0.9237110000000001,0.799451,7DW4_A
221,model_5_seed_1_rec_9_ens_8,0.629058,0.679984,0.9174100000000001,0.756031,7DW4_A
222,model_4_seed_0_rec_6_ens_1,0.644428,0.680461,0.9171889999999999,0.766373,7DW4_A
223,model_5_ptm_seed_0_rec_5_ens_8,0.658042,0.701437,0.9165139999999999,0.78168,7DW4_A
224,model_3_ptm_seed_0_rec_9_ens_1,0.619444,0.670845,0.912801,0.7543989999999999,7DW4_A
225,model_5_ptm_seed_0_rec_7_ens_1,0.633513,0.687107,0.911903,0.762709,7DW4_A
226,model_1_seed_0_rec_7_ens_8,0.665281,0.699969,0.927696,0.798728,7DW4_A
227,model_2_ptm_seed_0_rec_2_ens_1,0.663297,0.6883060000000001,0.920974,0.789091,7DW4_A
228,model_1_ptm_seed_0_rec_8_ens_8,0.662143,0.688728,0.921984,0.793131,7DW4_A
229,model_1_ptm_seed_1_rec_9_ens_1,0.62783,0.668547,0.913306,0.7662909999999999,7DW4_A
230,model_4_seed_0_rec_2_ens_8,0.63072,0.6823600000000001,0.915817,0.769506,7DW4_A
231,model_4_ptm_seed_0_rec_2_ens_1,0.6543869999999999,0.704703,0.9170440000000001,0.783043,7DW4_A
232,model_2_ptm_seed_0_rec_6_ens_1,0.633134,0.6612140000000001,0.91517,0.7650399999999999,7DW4_A
233,model_3_ptm_seed_1_rec_1_ens_1,0.626517,0.679295,0.90443,0.765506,7DW4_A
234,model_5_seed_0_rec_6_ens_8,0.639031,0.6915319999999999,0.920334,0.7721319999999999,7DW4_A
235,model_1_ptm_seed_1_rec_3_ens_1,0.6243529999999999,0.676181,0.913733,0.777077,7DW4_A
236,model_4_seed_0_rec_2_ens_1,0.65003,0.690098,0.9196409999999999,0.780687,7DW4_A
237,model_2_seed_1_rec_7_ens_8,0.660714,0.695964,0.921048,0.784855,7DW4_A
238,model_3_ptm_seed_0_rec_7_ens_1,0.65193,0.6972119999999999,0.9203110000000001,0.7835880000000001,7DW4_A
239,model_5_ptm_seed_1_rec_1_ens_8,0.642131,0.7039770000000001,0.91009,0.764904,7DW4_A
240,model_5_seed_1_rec_10_ens_8,0.644103,0.69305,0.9208350000000001,0.773316,7DW4_A
241,model_5_ptm_seed_1_rec_2_ens_8,0.675567,0.720178,0.9190309999999999,0.800184,7DW4_A
242,model_5_seed_0_rec_1_ens_1,0.650296,0.7037329999999999,0.918019,0.784778,7DW4_A
243,model_3_seed_0_rec_1_ens_8,0.640314,0.6900149999999999,0.9144180000000001,0.773306,7DW4_A
244,model_2_ptm_seed_1_rec_10_ens_8,0.642385,0.673851,0.917983,0.768713,7DW4_A
245,model_4_seed_0_rec_7_ens_8,0.6323270000000001,0.667883,0.916589,0.7617079999999999,7DW4_A
246,model_2_ptm_seed_0_rec_10_ens_1,0.64388,0.671766,0.917557,0.7700640000000001,7DW4_A
247,model_5_seed_1_rec_4_ens_8,0.637039,0.685199,0.919169,0.7664489999999999,7DW4_A
248,model_5_seed_0_rec_1_ens_8,0.651825,0.699338,0.9164760000000001,0.778918,7DW4_A
249,model_4_ptm_seed_1_rec_3_ens_1,0.664221,0.692377,0.9203680000000001,0.782697,7DW4_A
250,model_2_seed_0_rec_3_ens_1,0.6308229999999999,0.664821,0.9132520000000001,0.7656109999999999,7DW4_A
251,model_2_seed_1_rec_9_ens_1,0.66094,0.6990310000000001,0.923444,0.78446,7DW4_A
252,model_5_seed_1_rec_1_ens_8,0.669452,0.709394,0.922226,0.793502,7DW4_A
253,model_2_ptm_seed_1_rec_2_ens_1,0.612156,0.6539739999999999,0.9120280000000001,0.75946,7DW4_A
254,model_3_ptm_seed_0_rec_2_ens_8,0.6599510000000001,0.693082,0.915949,0.783135,7DW4_A
255,model_4_seed_0_rec_10_ens_8,0.633899,0.670118,0.915583,0.76144,7DW4_A
