,Target,Method,Pearson,Spearman,Loss,MAE,Label
91,5YK5_C,DeepAccNet,0.011412530812184981,0.017156961086451143,2.980000000000005,0.013472972656249992,GDT_HA
92,5YK5_C,DeepAccNet-Bert,0.2240759604920104,0.2568873809703652,2.3800000000000043,0.034148984375000004,GDT_HA
93,5YK5_C,P3CMQA,-0.5104761405840731,-0.5467356976812493,2.980000000000005,0.03653180328702928,GDT_HA
94,5YK5_C,ProQ3D,-0.40338993781954274,-0.4310228170969137,2.980000000000005,0.019847150000000008,GDT_HA
95,5YK5_C,SBROD,0.11789308036228706,0.13333080925996263,4.759999999999998,,GDT_HA
96,5YK5_C,SOAP,-0.33156396341390043,-0.3740464071410632,4.169999999999996,,GDT_HA
97,5YK5_C,VoroCNN,-0.143877375385664,-0.11802950301866334,3.269999999999995,0.19258278426904762,GDT_HA
98,5YK5_C,pLDDT,-0.31435154034583335,-0.25186641444893426,3.5699999999999954,0.08871803018638681,GDT_HA
99,5YK5_C,pTMscore,-0.13951823306464614,-0.02808942358033861,2.080000000000004,0.015538283877959197,GDT_HA
100,5Z49_B,DOPE,0.39687996231959216,0.39253275270714005,2.839999999999998,,GDT_HA
101,5Z49_B,DeepAccNet,-0.5572432082309229,-0.5427666035132427,5.120000000000003,0.33778938671875,GDT_HA
102,5Z49_B,DeepAccNet-Bert,-0.3540698044418545,-0.3584117847920683,5.459999999999998,0.34746956249999994,GDT_HA
103,5Z49_B,P3CMQA,-0.05330732594535771,-0.1342898905702212,2.0499999999999963,0.29002450576353067,GDT_HA
104,5Z49_B,ProQ3D,-0.28221712976449775,-0.2451532025024192,5.230000000000001,0.22837045500000003,GDT_HA
105,5Z49_B,SBROD,-0.035987171719787034,-0.012724160081088337,2.0499999999999963,,GDT_HA
106,5Z49_B,SOAP,0.14961538822747192,0.22577350835407628,4.090000000000005,,GDT_HA
107,5Z49_B,VoroCNN,0.4472143103438417,0.5465690441251307,3.8700000000000068,0.07356160226610879,GDT_HA
108,5Z49_B,pLDDT,0.08799200805158525,0.17009292018710465,2.959999999999996,0.27766829935330734,GDT_HA
109,5Z49_B,pTMscore,0.11978876013557115,0.27215948348093266,0.9099999999999997,0.227887368888113,GDT_HA
110,5Z6V_A,DOPE,-0.3626367288536561,-0.4290601031903938,5.640000000000001,,GDT_HA
111,5Z6V_A,DeepAccNet,-0.057211736801611186,-0.02622624748634992,2.310000000000001,0.07543539453124999,GDT_HA
112,5Z6V_A,DeepAccNet-Bert,-0.34993436602952227,-0.37790786789494585,4.03,0.06546580078125,GDT_HA
113,5Z6V_A,P3CMQA,-0.18483925873434603,-0.24198500931000175,3.390000000000004,0.04420102257108688,GDT_HA
114,5Z6V_A,ProQ3D,0.16481377550769932,0.12609535802080696,3.5499999999999976,0.107195635,GDT_HA
115,5Z6V_A,SBROD,0.0806316166383656,0.022771023310028615,0.6400000000000072,,GDT_HA
116,5Z6V_A,SOAP,-0.2632555010727219,-0.1979234433192471,2.090000000000003,,GDT_HA
117,5Z6V_A,VoroCNN,-0.04088729269069064,-0.09881832825181584,3.390000000000004,0.1339708862994709,GDT_HA
118,5Z6V_A,pLDDT,-0.04945218775166167,-0.031076579700482162,2.9000000000000026,0.06510689733388479,GDT_HA
119,5Z6V_A,pTMscore,-0.34293656805176276,-0.3131734549045039,7.090000000000007,0.012410559244297483,GDT_HA
120,5Z78_A,DOPE,-0.09650368521817927,-0.0488019212812962,7.9100000000000055,,GDT_HA
121,5Z78_A,DeepAccNet,0.2995443647710585,0.3499107641471957,3.639999999999999,0.16062683984374998,GDT_HA
122,5Z78_A,DeepAccNet-Bert,-0.3060730487463399,-0.49718353159424516,6.9100000000000055,0.1738177578125,GDT_HA
123,5Z78_A,P3CMQA,0.18561625148042663,0.1283081908709655,3.639999999999999,0.05140052941942216,GDT_HA
124,5Z78_A,ProQ3D,-0.1338421755428202,-0.15350116547205858,4.269999999999996,0.09377549,GDT_HA
125,5Z78_A,SBROD,-0.04713371454516413,-0.09080299673230321,8.040000000000003,,GDT_HA
126,5Z78_A,SOAP,0.3947094397230091,0.3564066392150996,2.629999999999999,,GDT_HA
127,5Z78_A,VoroCNN,-0.14966650678703164,-0.21439546429751324,4.769999999999996,0.1493705844583732,GDT_HA
128,5Z78_A,pLDDT,-0.13392526944590877,-0.15674809161581116,8.16,0.10572659092433176,GDT_HA
129,5Z78_A,pTMscore,-0.5048550777968163,-0.49706949992736493,7.030000000000003,0.07769459018426254,GDT_HA
130,5ZCG_C,DOPE,0.8002699183926586,0.560041125705502,1.090000000000002,,GDT_HA
131,5ZCG_C,DeepAccNet,-0.1298193650053756,-0.1531341832225257,1.2499999999999956,0.046332777343750006,GDT_HA
132,5ZCG_C,DeepAccNet-Bert,0.3014411372150469,0.41203722111684904,0.30999999999999917,0.022261035156249998,GDT_HA
133,5ZCG_C,P3CMQA,0.40307507443129925,0.42813706699143345,0.6199999999999983,0.006640249818325037,GDT_HA
134,5ZCG_C,ProQ3D,0.4609682266368819,0.3511174177997941,0.7800000000000029,0.147186025,GDT_HA
135,5ZCG_C,SBROD,0.33855536320355406,0.21331012691561596,1.5600000000000058,,GDT_HA
136,5ZCG_C,SOAP,0.5892551326177791,0.5725638629269273,0.47000000000000375,,GDT_HA
137,5ZCG_C,VoroCNN,-0.49430722710785063,-0.4619147505301662,4.380000000000006,0.3528574602491429,GDT_HA
138,5ZCG_C,pLDDT,0.153373563052186,0.15475858081440597,1.090000000000002,0.010715660336407154,GDT_HA
139,5ZCG_C,pTMscore,-0.0912190071740916,0.029053442550188567,1.090000000000002,0.0654516085981987,GDT_HA
140,5ZCT_A,DOPE,0.37995736683884807,0.38605296211065765,0.9399999999999964,,GDT_HA
141,5ZCT_A,DeepAccNet,0.12547520942906884,0.11142500129760893,2.3900000000000032,0.17828676171875,GDT_HA
142,5ZCT_A,DeepAccNet-Bert,-0.14802694953298798,0.040560207942604794,1.0199999999999987,0.17931459375,GDT_HA
143,5ZCT_A,P3CMQA,0.08545338068858402,0.042710199240446764,1.880000000000004,0.12895478882169725,GDT_HA
144,5ZCT_A,ProQ3D,0.25837404544189957,0.21777377833543402,0.8499999999999952,0.08422064000000001,GDT_HA
145,5ZCT_A,SBROD,0.6078468647674323,0.6435258955157674,2.1399999999999975,,GDT_HA
146,5ZCT_A,SOAP,0.18551176356730337,0.13606204168470834,2.0499999999999963,,GDT_HA
147,5ZCT_A,VoroCNN,-0.06351973712447517,-0.051351429031962215,1.3700000000000045,0.08662516452630718,GDT_HA
148,5ZCT_A,pLDDT,-0.5466602947160056,-0.5699685242323776,2.5699999999999945,0.0856759649601986,GDT_HA
149,5ZCT_A,pTMscore,-0.6877313506401482,-0.7257057390370747,3.5900000000000043,0.06346462080758875,GDT_HA
150,5ZGX_A,DOPE,-0.3340623890630311,-0.25503793078846315,3.499999999999992,,GDT_HA
151,5ZGX_A,DeepAccNet,-0.10478192651573214,-0.02261766500917803,0.7149999999999879,0.06053155078125,GDT_HA
152,5ZGX_A,DeepAccNet-Bert,0.532511012174182,0.4710095348873319,1.8559259259259275,0.06199639453125,GDT_HA
153,5ZGX_A,P3CMQA,0.004947338624696294,-0.012140338704703386,3.499999999999992,0.01197301330471039,GDT_HA
154,5ZGX_A,ProQ3D,-0.511725988046626,-0.38162770055262224,5.459999999999998,0.073679775,GDT_HA
155,5ZGX_A,SBROD,-0.16818184068558192,-0.0736909177351767,3.83,,GDT_HA
156,5ZGX_A,SOAP,-0.16517396294937503,-0.07464263022219765,3.499999999999992,,GDT_HA
157,5ZGX_A,VoroCNN,-0.39521395456128156,-0.3526672697074303,4.259999999999997,0.24852667586590907,GDT_HA
158,5ZGX_A,pLDDT,-0.12235576922243145,0.054664173613740485,4.479999999999995,0.01808241563169902,GDT_HA
159,5ZGX_A,pTMscore,-0.19422672330055707,-0.10329007675580623,0.7699999999999929,0.023109301335125218,GDT_HA
160,5ZJ4_A,DOPE,-0.19536898246203654,-0.1670961516977838,5.630000000000002,,GDT_HA
161,5ZJ4_A,DeepAccNet,-0.22121339584677716,-0.2836700281115661,6.048571428571437,0.09529710546874998,GDT_HA
162,5ZJ4_A,DeepAccNet-Bert,-0.5874073603488498,-0.5085195453967897,7.030000000000003,0.0445921015625,GDT_HA
163,5ZJ4_A,P3CMQA,0.4279335356036514,0.4583586968037925,1.7199999999999993,0.05476436332607269,GDT_HA
164,5ZJ4_A,ProQ3D,0.22573088851141493,0.19588379356225785,1.090000000000002,0.044573865000000004,GDT_HA
165,5ZJ4_A,SBROD,-0.520753084732732,-0.5320801476781462,5.630000000000002,,GDT_HA
166,5ZJ4_A,SOAP,-0.21272468583110546,-0.06403066056610471,2.190000000000003,,GDT_HA
167,5ZJ4_A,VoroCNN,0.07905344796072826,0.13667443972337906,1.7199999999999993,0.2196084284549383,GDT_HA
168,5ZJ4_A,pLDDT,-0.07087460606927973,-0.09609064368144553,5.000000000000004,0.04832595213724595,GDT_HA
169,5ZJ4_A,pTMscore,0.22363465024197104,0.16945487189749156,3.5900000000000043,0.017856014527028466,GDT_HA
170,5ZM4_A,DOPE,-0.04517839661023987,0.037028411136182285,2.539999999999998,,GDT_HA
171,5ZM4_A,DeepAccNet,0.13877825752799167,0.11102648216856413,1.6599999999999948,0.08849377343749999,GDT_HA
172,5ZM4_A,DeepAccNet-Bert,-0.10443675854103139,-0.0971987286638779,3.069999999999995,0.11191906640624999,GDT_HA
173,5ZM4_A,P3CMQA,0.12082126111269852,0.15151696908909862,1.5699999999999936,0.07373037258481979,GDT_HA
174,5ZM4_A,ProQ3D,0.008960174727279622,0.05752040800578058,1.749999999999996,0.019736894999999997,GDT_HA
175,5ZM4_A,SBROD,0.48830758913284006,0.4044336520666238,0.869999999999993,,GDT_HA
176,5ZM4_A,SOAP,0.1402249380718464,0.185905852944176,3.1499999999999972,,GDT_HA
177,5ZM4_A,VoroCNN,0.18839183126703,0.12431588266238536,0.9599999999999942,0.11431138665392158,GDT_HA
178,5ZM4_A,pLDDT,0.1965091899930566,0.14650201731340073,1.6599999999999948,0.07384938921818546,GDT_HA
179,5ZM4_A,pTMscore,-0.0948250294901571,-0.09612291020223815,1.6599999999999948,0.07221014908777294,GDT_HA
180,5ZMO_A,DOPE,0.29643833787095025,0.28774195369427213,0.7900000000000018,,GDT_HA
181,5ZMO_A,DeepAccNet,-0.08839733569320554,0.06623539903783841,0.9500000000000064,0.059852710937500005,GDT_HA
182,5ZMO_A,DeepAccNet-Bert,-0.2529465388454066,-0.19387413433580677,3.4800000000000053,0.05444746484375001,GDT_HA
183,5ZMO_A,P3CMQA,-0.015441063437699491,0.026237813297470606,1.7400000000000082,0.026708724062442783,GDT_HA
184,5ZMO_A,ProQ3D,0.29528515543308154,0.314496797854682,0.9500000000000064,0.143731195,GDT_HA
185,5ZMO_A,SBROD,-0.03962484928882219,-0.0073143334142258525,5.85,,GDT_HA
186,5ZMO_A,SOAP,0.7285339637387663,0.6980638088092815,1.2600000000000056,,GDT_HA
187,5ZMO_A,VoroCNN,0.13856233347880761,0.2008183943576584,0.9500000000000064,0.22849771523662787,GDT_HA
188,5ZMO_A,pLDDT,0.32948497718490394,0.3434572896644037,1.419999999999999,0.0312241224991578,GDT_HA
189,5ZMO_A,pTMscore,0.3630060475705545,0.5203412131590518,1.5800000000000036,0.05807091065326416,GDT_HA
190,5ZOE_A,DOPE,-0.5382756794018989,-0.3916750087955886,6.120000000000003,,GDT_HA
191,5ZOE_A,DeepAccNet,-0.30390013702972946,-0.1861950373372031,3.2587500000000102,0.239393953125,GDT_HA
192,5ZOE_A,DeepAccNet-Bert,-0.32267410786609063,-0.20250787338059512,6.990000000000007,0.19681826953125,GDT_HA
193,5ZOE_A,P3CMQA,-0.1490453787743049,-0.18989282424809215,4.23,0.1941276523871422,GDT_HA
194,5ZOE_A,ProQ3D,-0.10901569467446258,-0.030074889919030266,0.09000000000000119,0.07221332,GDT_HA
195,5ZOE_A,SBROD,0.47048278988019104,0.36195632958640894,1.9000000000000017,,GDT_HA
196,5ZOE_A,SOAP,-0.3362495358285987,-0.18426930432266606,4.830000000000001,,GDT_HA
197,5ZOE_A,VoroCNN,-0.15749252725600096,-0.0024959245987049824,0.26000000000000467,0.04460335797762763,GDT_HA
198,5ZOE_A,pLDDT,-0.36378858187702195,-0.1696546042603361,6.900000000000006,0.19123998472143375,GDT_HA
199,5ZOE_A,pTMscore,-0.5535197321328422,-0.28693605309993514,6.730000000000002,0.15803267788514883,GDT_HA
200,5ZQA_A,DOPE,0.0006797231457590323,-0.11714824255852606,3.839999999999999,,GDT_HA
201,5ZQA_A,DeepAccNet,-0.379030356892618,-0.3383566099253541,4.539999999999999,0.0114928203125,GDT_HA
202,5ZQA_A,DeepAccNet-Bert,0.07934718809635881,-0.1310525287148538,2.0199999999999996,0.0173690546875,GDT_HA
203,5ZQA_A,P3CMQA,0.0973012005957181,0.0021841142305729635,2.1199999999999997,0.017165008140563966,GDT_HA
204,5ZQA_A,ProQ3D,-0.5040350890413138,-0.4942786447622839,2.52,0.141683615,GDT_HA
205,5ZQA_A,SBROD,-0.1666442214589297,-0.26139436261837645,0.10999999999999899,,GDT_HA
206,5ZQA_A,SOAP,-0.22332677805200812,-0.24502402702096895,5.04,,GDT_HA
207,5ZQA_A,VoroCNN,0.24605398409033297,0.16843059456143422,1.8199999999999994,0.24457670383967392,GDT_HA
208,5ZQA_A,pLDDT,0.8254168253632097,0.7896110753465252,0.8099999999999996,0.010227088127029963,GDT_HA
209,5ZQA_A,pTMscore,0.03909368619599746,-0.08348150126866595,2.1199999999999997,0.033889933076019084,GDT_HA
210,5ZVE_B,DOPE,0.5209344559399253,0.5489780711705465,2.080000000000004,,GDT_HA
211,5ZVE_B,DeepAccNet,0.23746313736767097,0.16500456948080142,2.9317567567567537,0.214909546875,GDT_HA
212,5ZVE_B,DeepAccNet-Bert,0.1948325985889253,0.20957167680885236,2.8370000000000117,0.2132249765625,GDT_HA
213,5ZVE_B,P3CMQA,0.07359345703886051,0.004993835250136278,0.26000000000000467,0.05356878658437729,GDT_HA
214,5ZVE_B,ProQ3D,-0.303227715454281,-0.40585502413777336,4.430000000000001,0.102834495,GDT_HA
215,5ZVE_B,SBROD,0.3329228596698877,0.35789351766782085,3.190000000000004,,GDT_HA
216,5ZVE_B,SOAP,0.4967750144016768,0.5927338494179032,3.5800000000000054,,GDT_HA
217,5ZVE_B,VoroCNN,-0.5702739464927318,-0.5314552038685181,4.23,0.09006861048776042,GDT_HA
218,5ZVE_B,pLDDT,0.20799396880864532,0.12677877392227133,5.8599999999999985,0.18442094452945107,GDT_HA
219,5ZVE_B,pTMscore,0.16930833371719578,0.015612059277955762,5.8599999999999985,0.13710715505911625,GDT_HA
220,6AC0_A,DOPE,0.8321376416696438,0.815980405306394,0.0,,GDT_HA
221,6AC0_A,DeepAccNet,0.9501840510733202,0.7894318058369137,0.9466666666666623,0.055939718750000006,GDT_HA
222,6AC0_A,DeepAccNet-Bert,0.7958151003832918,0.5246221336008631,0.43999999999999595,0.08677268359375001,GDT_HA
223,6AC0_A,P3CMQA,0.1459135128559207,0.075448243865758,6.310000000000004,0.16106811669158938,GDT_HA
224,6AC0_A,ProQ3D,0.07187699994009283,0.03999709528856067,6.089999999999995,0.04367058000000001,GDT_HA
225,6AC0_A,SBROD,-0.04969430857160436,-0.06629330401085572,6.959999999999999,,GDT_HA
226,6AC0_A,SOAP,0.8789610695965645,0.8084181515250509,1.529999999999998,,GDT_HA
227,6AC0_A,VoroCNN,-0.21376462519506587,-0.301232530269223,5.44,0.09950480261991525,GDT_HA
228,6AC0_A,pLDDT,0.6068671274817525,0.47231706525011813,0.6599999999999939,0.11991167469157107,GDT_HA
229,6AC0_A,pTMscore,0.7026725829452414,0.24548776642763387,0.6599999999999939,0.014488306049502275,GDT_HA
230,6AWI_A,DOPE,0.22260303612616336,0.2977165446603448,10.719999999999995,,GDT_HA
231,6AWI_A,DeepAccNet,-0.1512661405191218,-0.04993351419631527,9.382000000000001,0.16818465625,GDT_HA
232,6AWI_A,DeepAccNet-Bert,-0.0359042639311344,0.02911261602983934,7.050000000000001,0.09609272265624998,GDT_HA
233,6AWI_A,P3CMQA,0.3257281901658559,0.33969744134266316,4.610000000000003,0.15535610293102264,GDT_HA
234,6AWI_A,ProQ3D,-0.37650953099145695,-0.40428037813489653,9.120000000000006,0.07109362,GDT_HA
235,6AWI_A,SBROD,-0.509044997202599,-0.4250386702496513,14.01,,GDT_HA
236,6AWI_A,SOAP,-0.5372829584163487,-0.5033041974323321,9.68,,GDT_HA
237,6AWI_A,VoroCNN,-0.574183741270162,-0.6086483668547558,11.660000000000004,0.14232049115845866,GDT_HA
238,6AWI_A,pLDDT,-0.14907054501020384,-0.13790379888781212,9.120000000000006,0.1439995229827032,GDT_HA
239,6AWI_A,pTMscore,-0.3194450176005406,-0.27773760737348735,9.120000000000006,0.08482358948672414,GDT_HA
240,6BSU_A,DOPE,0.7425573267929092,0.704203154791033,3.1100000000000017,,GDT_HA
241,6BSU_A,DeepAccNet,0.14765269425269478,0.09558606556045432,3.860000000000008,0.0999489765625,GDT_HA
242,6BSU_A,DeepAccNet-Bert,0.37173814327278837,0.1648963017069471,0.8500000000000063,0.10318872265625,GDT_HA
243,6BSU_A,P3CMQA,0.3464843584152465,0.40056679872554707,1.4800000000000035,0.01759385435771942,GDT_HA
244,6BSU_A,ProQ3D,-0.07904724789548617,-0.0630123379264581,1.6299999999999981,0.15054812499999998,GDT_HA
245,6BSU_A,SBROD,-0.35663941554562584,-0.3482045519355246,2.2199999999999998,,GDT_HA
246,6BSU_A,SOAP,0.7865534889817895,0.7428650386816614,2.0000000000000018,,GDT_HA
